2026-05-10 20:46:45,856 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 20:51:04,797 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 149.154.167.91:443/TcpFull complete!
2026-05-10 20:51:04,801 | DEBUG    | __main__ | run_sherlock_deleter:131 | [+2348118294826] Соединение закрыто.
2026-05-10 20:51:04,801 | DEBUG    | __main__ | run_sherlock_deleter:97 | Инициализация сессии: +2348118296010
2026-05-10 20:51:04,824 | INFO     | __main__ | run_sherlock_deleter:102 | [+2348118296010] Подключение...
2026-05-10 20:51:04,825 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 149.154.167.91:443/TcpFull...
2026-05-10 20:51:04,825 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-10 20:51:04,828 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-10 20:51:04,829 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-10 20:51:04,829 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-10 20:51:04,832 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-10 20:51:04,866 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,866 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291235627977452 to InvokeWithLayerRequest (21a70efac30)
2026-05-10 20:51:04,869 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:51:04,872 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,873 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,873 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,150 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638291237060229980, good 7638291332776480769, new 22)
2026-05-10 20:51:05,151 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638291235627977452
2026-05-10 20:51:05,154 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-10 20:51:05,157 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,157 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291331577518952 to InvokeWithLayerRequest (21a70efac30)
2026-05-10 20:51:05,158 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:51:05,159 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,159 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,160 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291331586551204 to MsgsAck (21a70f6f2a0)
2026-05-10 20:51:05,160 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:05,161 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,161 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,249 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:51:05,249 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-10 20:51:05,252 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638291331577518952]
2026-05-10 20:51:05,255 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,277 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291331577518952
2026-05-10 20:51:05,277 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,278 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291332058408272 to GetUsersRequest (21a70efb650)
2026-05-10 20:51:05,278 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-10 20:51:05,278 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,282 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,282 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291332077961456 to MsgsAck (21a70f6f660)
2026-05-10 20:51:05,284 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-10 20:51:05,285 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,285 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,443 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291332058408272
2026-05-10 20:51:05,443 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,448 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291332740432276 to GetStateRequest (21a70efb650)
2026-05-10 20:51:05,449 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 20 bytes for sending
2026-05-10 20:51:05,451 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,451 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,451 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291332753346932 to MsgsAck (21a70f6f610)
2026-05-10 20:51:05,452 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:05,453 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,453 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,554 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291332740432276
2026-05-10 20:51:05,555 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,557 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291333177039636 to GetDifferenceRequest (21a70efb650)
2026-05-10 20:51:05,560 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:05,561 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,561 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,561 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291333193821444 to MsgsAck (21a70f6f8e0)
2026-05-10 20:51:05,562 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:05,563 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,563 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,666 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291333177039636
2026-05-10 20:51:05,667 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,673 | DEBUG    | __main__ | run_sherlock_deleter:110 | [+2348118296010] Получение сущности цели @rnmqeoqeqwobot...
2026-05-10 20:51:05,674 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291333642911448 to ResolveUsernameRequest (21a70efb2f0)
2026-05-10 20:51:05,674 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 40 bytes for sending
2026-05-10 20:51:05,675 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,675 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,675 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291333649708284 to MsgsAck (21a70f6f520)
2026-05-10 20:51:05,676 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:05,677 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,677 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,825 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291333642911448
2026-05-10 20:51:05,826 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,828 | INFO     | __main__ | run_sherlock_deleter:113 | [+2348118296010] Отправка жалобы (ReportPeerRequest)...
2026-05-10 20:51:05,831 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291334272972596 to ReportPeerRequest (21a70efb650)
2026-05-10 20:51:05,832 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 312 bytes for sending
2026-05-10 20:51:05,834 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,835 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,835 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291334288294328 to MsgsAck (21a70f6fac0)
2026-05-10 20:51:05,835 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:05,836 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:05,837 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:05,959 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291334272972596
2026-05-10 20:51:05,959 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:05,966 | INFO     | __main__ | run_sherlock_deleter:120 | [+2348118296010] ✅ Результат: True
2026-05-10 20:51:05,966 | ERROR    | __main__ | run_sherlock_deleter:125 | [+2348118296010] ❗ ОШИБКА: NameError: name 'random' is not defined
2026-05-10 20:51:05,967 | DEBUG    | __main__ | run_sherlock_deleter:126 | Traceback (most recent call last):
  File "C:\сурсы\Winter Freeze RES\Winter Freeze RES\Winter_Freeze_RES.py", line 122, in run_sherlock_deleter
    await asyncio.sleep(random.uniform(0.5, 1.2)) # Небольшая задержка
                        ^^^^^^
NameError: name 'random' is not defined. Did you forget to import 'random'?

2026-05-10 20:51:05,967 | INFO     | telethon.network.mtprotosender | _disconnect:325 | Disconnecting from 149.154.167.91:443/TcpFull...
2026-05-10 20:51:05,968 | DEBUG    | telethon.network.mtprotosender | _disconnect:328 | Closing current connection...
2026-05-10 20:51:05,968 | DEBUG    | telethon.network.mtprotosender | _disconnect:331 | Cancelling 0 pending message(s)...
2026-05-10 20:51:05,969 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 149.154.167.91:443/TcpFull complete!
2026-05-10 20:51:06,002 | DEBUG    | __main__ | run_sherlock_deleter:131 | [+2348118296010] Соединение закрыто.
2026-05-10 20:51:06,002 | DEBUG    | __main__ | run_sherlock_deleter:97 | Инициализация сессии: +2348118296505
2026-05-10 20:51:06,044 | INFO     | __main__ | run_sherlock_deleter:102 | [+2348118296505] Подключение...
2026-05-10 20:51:06,045 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 149.154.167.91:443/TcpFull...
2026-05-10 20:51:06,049 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-10 20:51:06,053 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-10 20:51:06,054 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-10 20:51:06,054 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-10 20:51:06,055 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-10 20:51:06,089 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:06,090 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291241112569180 to InvokeWithLayerRequest (21a70f33df0)
2026-05-10 20:51:06,095 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:51:06,096 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:06,096 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:06,096 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:06,388 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638291242304856624, good 7638291338084074497, new 22)
2026-05-10 20:51:06,388 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638291241112569180
2026-05-10 20:51:06,393 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-10 20:51:06,394 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:06,394 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291336818922176 to InvokeWithLayerRequest (21a70f33df0)
2026-05-10 20:51:06,394 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:51:06,395 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:06,395 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:06,395 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291336825159208 to MsgsAck (21a70f6f7f0)
